"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"20","A00240","Via Strinella lato parcheggio","","42.352380999998736","13.406869999998579","","","0","","",""
"21","A00250","Via Strinella fronte parcheggio","","42.353010999998745","13.407179999998577","","","0","","",""
"22","A00260","STRINELLA 88 Via Pescara","","42.35370099999874","13.407879999998581","","","0","","",""
"23","A00270","Via Strinella - questura - Strinella 88","","42.353816704572715","13.407306028146767","","","0","","",""
"24","A00275","Via San Bernardino -Via Panfilo Tedeschi","","42.34987599999872","13.402967999998559","","","0","","",""
"25","A00310","Fontana Luminosa Auditorium Castello","","42.353807765071","13.401791459252003","","","0","","",""
"26","A00340","Viale Gran Sasso lato Castello","","42.355345848469554","13.403878190700846","","","0","","",""
"27","A00350","Viale Gran Sasso lato Stadio Fattori","","42.355724438450444","13.404918903623615","","","0","","",""
"28","A00360","VIALE CROCE ROSSA Stadio Fattori C.Rossa","","42.35751026392982","13.404031040418003","","","0","","",""
"29","A00370","Viale Croce Rossa bivio Via Moscardelli","","42.357528113007994","13.403883543062426","","","0","","",""
"30","A00380","VIALE CROCE ROSSA bivio Viale Ovidio","","42.35699495500082","13.401284482292123","","","0","","",""
"31","A00390","VIALE CROCE ROSSA bv. Via Monte Camicia","","42.3570109999987","13.39877999999854","","","0","","",""
"32","A00400","Viale Croce Rossa lato Porta Branconio","","42.35651099999869","13.396199999998528","","","0","","",""
"33","A00410","VIALE CROCE ROSSA bivio Valle Pretara","","42.35669099999868","13.395059999998525","","","0","","",""
"34","A00420","Viale Croce Rossa bivio Via Vicentini","","42.356610999998665","13.391549999998505","","","0","","",""
"35","A00430","VIALE CROCE ROSSA bivio Via San Sisto","","42.35706099999867","13.3904099999985","","","0","","",""
"36","A00450","VIA XX SETTEMBRE fronte Tribunale","","42.353902911635636","13.390011147853423","","","0","","",""
"37","A00460","VIA XX SETTEMBRE lato Tribunale","","42.35436099458575","13.38962997568499","","","0","","",""
"38","A00470","VIA XX SETTEMBRE lato Villa Gioia","","42.35255099999866","13.390409999998498","","","0","","",""
"39","A00480","VIA XX SETTEMBRE fronte Villa Gioia","","42.351730999998665","13.390899999998501","","","0","","",""
"40","A00490","VIA XX SETTEMBRE Fontesecco lato Rivera","","42.350250999998664","13.392209999998506","","","0","","",""
"41","A00500","VIA XX SETTEMBRE Fontesecco lato Centro","","42.349807999998674","13.392443999998509","","","0","","",""
"42","A00510","Via XX Settembre lato San Francesco Di Paola","","42.34724803694589","13.39428997116517","","","0","","",""
"43","A00520","Via XX Settembre lato Via Sant'Andrea","","42.347133016595365","13.394320943635977","","","0","","",""
"44","A00530","Via XX Settembre lato Sant' Agostino","","42.34646699999869","13.396159999998524","","","0","","",""
"45","A00540","Via XX Settembre lato Parco della Memoria","","42.34623603037639","13.396584999378076","","","0","","",""
"46","A00570","Viale Giovanni XXIII fronte San Domenico","","42.352700999998675","13.393109999998513","","","0","","",""
"47","A00580","Viale Giovanni XXIII lato San Domenico","","42.35280099999867","13.393249999998513","","","0","","",""
"48","A00590","Viale Duca Degli Abruzzi lato Don Bosco","","42.35415099999868","13.39500999999852","","","0","","",""
"49","A00600","Viale Duca Degli Abruzzi lato San Pietro","","42.35425099999867","13.395179999998522","","","0","","",""
"50","A00610","Viale Duca Degli Abruzzi lato Univaq","","42.3552309999987","13.398929999998542","","","0","","",""
"51","A00620","Viale Duca Degli Abruzzi fronte Univaq","","42.3551309999987","13.399199999998544","","","0","","",""
"52","A00630","VIALE GRAN SASSO rotonda F.Luminosa","","42.35505352656107","13.402805314540467","","","0","","",""
"53","A00650","Viale Tagliacozzo 1° fermata","","42.355361719537186","13.4062680780043","","","0","","",""
"54","A00655","Viale Tagliacozzo 2° fermata","","42.35239740546936","13.4052729593031","","","0","","",""
"55","A00660","VIA PANELLA lato caserma","","42.35517049815539","13.40736108037071","","","0","","",""
"56","A00670","VIA PANELLA lato Questura","","42.35510099999873","13.40733999999858","","","0","","",""
"57","A01500","Quattro Cantoni - Via San Bernardino","","42.35065900104181","13.400023851534138","","","0","","",""
"58","B00010","VIA CELANO lato Via Castel di Sangro","","42.34360099999876","13.408709999998585","","","0","","",""
"59","B00020","VIA CELANO fronte Via Castel di Sangro","","42.34346099999873","13.408409999998584","","","0","","",""
"60","B00030","VIA CELANO Collefiorito Via Giulianova","","42.34274099999875","13.408749999998586","","","0","","",""
"61","B00040","VIA CELANO fronte Via Giulianova","","42.342977999998745","13.409255999998587","","","0","","",""
"62","B00050","VIA CELANO fronte Via dei Ciocca","","42.34446299999874","13.410692999998595","","","0","","",""
"63","B00060","VIA CELANO  lato Via dei Ciocca","","42.34445099999875","13.410799999998595","","","0","","",""
"64","B00070","MATTEO DA LEONESSA fronte chiesa","","42.34545099999876","13.4119299999986","","","0","","",""
"65","B00080","MATTEO DA LEONESSA lato chiesa","","42.34500099999877","13.412149999998602","","","0","","",""
"66","B00090","Via Abruzzo lato Via Ateleta Via Barrea","","42.34534099999877","13.414719999998615","","","0","","",""
"67","B00100","Via Abruzzo front Via Ateleta Via Barrea","","42.34551099999877","13.415099999998615","","","0","","",""
"68","B00110","Via Scuola della Torretta lato scuola","","42.34662299999879","13.416781999998621","","","0","","",""
"69","B00120","Via del Torcituro Scuola della Torretta","","42.34660099999878","13.416959999998625","","","0","","",""
"70","B00130","Via del Torcituro fronte Cimitero","","42.35031099999879","13.416949999998621","","","0","","",""
"71","B00140","Via del Torcituro lato Cimitero","","42.350815589503796","13.416750090934757","","","0","","",""
"72","B00150","SS17 bis lato cimitero L'Aquila","","42.352280999998776","13.413539999998608","","","0","","",""
"73","B00170","PIAZZALE CENCIONI stadio Gran Sasso A","","42.35190980667407","13.411608293590882","","","0","","",""
"74","B00180","PIAZZALE CENCIONI stadio Gran Sasso R","","42.3518702153587","13.411474278273063","","","0","","",""
"75","B00190","Via Della Crocetta - lato edicola","","42.34605099999875","13.410799999998595","","","0","","",""
"76","B00200","Via Della Crocetta - fronte edicola","","42.346480999998754","13.410689999998594","","","0","","",""
"77","B00210","Via della Polveriera lato scuole","","42.349360999998794","13.417229999998625","","","0","","",""
"78","B00220","Via della Polveriera fronte scuole","","42.34903099999878","13.416979999998626","","","0","","",""
"79","B00230","Via della Polveriera lato via Macchiole","","42.346250999998794","13.41837999999863","","","0","","",""
"80","B00240","Via della Polveriera front via Macchiole","","42.346230999998795","13.418259999998629","","","0","","",""
"81","B00250","Via della Polveriera fermata lato Est","","42.34451099999878","13.41842999999863","","","0","","",""
"82","B00260","Via della Polveriera fermata lato Ovest","","42.34446099999879","13.418359999998628","","","0","","",""
"83","B00270","Via della Polveriera capolinea","","42.34252099999879","13.417239999998625","","","0","","",""
"84","B00290","SS17 bis lato Via Polveriera","","42.35163099999879","13.417779999998626","","","0","","",""
"85","B00310","Via tre Vasche lato via Santa Veronica","","42.352380999998815","13.421709999998646","","","0","","",""
"86","B00320","Via Tre Vasche fonte Via Valle Gignano","","42.35186099999882","13.42552999999866","","","0","","",""
"87","B00330","Gignano piazza","","42.351010999998834","13.428429999998675","","","0","","",""
"88","B00340","Via Bazzanese prima 1. cavalcavia","","42.3451451936512","13.432327117824322","","","0","","",""
"89","B00350","Via Bazzanese dopo 1. cavalcavia","","42.345905999998855","13.433189999998694","","","0","","",""
"90","B00360","Via Bazzanese","","42.34723099999885","13.432139999998691","","","0","","",""
"91","B00370","Via bazzanese bv.tangenziale","","42.35031099999885","13.430769999998686","","","0","","",""
"92","B00380","SS17 bis lato via della Collina","","42.355080999998826","13.42585999999866","","","0","","",""
"93","B00390","SS17 bis fronte via della Collina","","42.35478099999882","13.42552999999866","","","0","","",""
"94","B00400","SS17 bis lato via Vasca Penta","","42.35646099999885","13.428829999998676","","","0","","",""
"95","B00410","SS17 bis fronte via Vasca Penta","","42.35660743412378","13.428954150781511","","","0","","",""
"96","B00420","SS17 bis Vasca Penta dir. L'Aquila","","42.35823099999884","13.42977999999868","","","0","","",""
"97","B00430","SS17 bis casello A24 lato uscita","","42.36285099999885","13.429279999998677","","","0","","",""
"98","B00440","SS17 bis casello A24 fronte uscita","","42.36335099999884","13.429329999998679","","","0","","",""
"99","B00450","SS17 bis lato strada vic. Sant' Antimo","","42.364750999998854","13.431359999998687","","","0","","",""
"100","B00460","SS17 bis fronte strada vic. Sant' Antimo","","42.36495099999885","13.43147999999869","","","0","","",""
"101","B00470","SS17 bis lato via Savini","","42.3525609999988","13.419519999998636","","","0","","",""
"102","B00480","VIA SAVINI lato Conservatorio","","42.35276099999879","13.418309999998629","","","0","","",""
"103","B00490","ACQUA&SAPONE/JOE POTATO Via Durini","","42.35456099999877","13.414949999998615","","","0","","",""
"104","B00500","COLLE SAPONE Scuole","","42.355725429055646","13.412346594591698","","","0","","",""
"105","B00520","VIA DE GASPERI Torrione monumento","","42.356794780258866","13.406952750076181","","","0","","",""
"106","B00525","Strada vicinale Colle Sapone dirAcquasan","","42.35682299999876","13.412878999998604","","","0","","",""
"107","B00530","VIA DE GASPERI edicola incr Via Urbani","","42.3571852577992","13.407625896680994","","","0","","",""
"108","B00550","Viale de Gasperi lato scuole","","42.35871342135685","13.409433726504378","","","0","","",""
"109","B00560","Viale De Gasperi lato farmacia comunale","","42.35897204333619","13.409990262892736","","","0","","",""
"110","B00570","Via Moschino lato Via Feneziani","","42.36086377373347","13.41151509260482","","","0","","",""
"111","B00580","Via Moschino lato Piazza Bolivar","","42.36083707136176","13.411492329117735","","","0","","",""
"112","B00590","COLLE CAPOCROCE Titta Rosa- scuola","","42.36099167035024","13.41355155761887","","","0","","",""
"113","B00600","COLLE CAPOCROCE Titta Rosa fronte scuola DISMESSA","","42.360930999998764","13.41337999999861","","","0","","",""
"114","B00610","Via Scarfoglio lato via Vastarini Cresi","","42.35875202523445","13.412101239480648","","","0","","",""
"115","B00630","Via Scarfoglio fronte Via Paris","","42.35806821462169","13.411145716304842","","","0","","",""
"116","B00650","Via Urbani lato Caserma Rossi","","42.35740099999874","13.408749999998586","","","0","","",""
"117","B00670","VIA VOLTA fronte Enel","","42.360250999998755","13.408899999998585","","","0","","",""
"118","B00680","VIA VOLTA lato Enel","","42.36033099999874","13.408809999998587","","","0","","",""
"119","B00690","Via Cardinale Mazzarino lato ex-Onpi","","42.36161099999874","13.407909999998582","","","0","","",""
"120","B00700","Via Cardinale Mazzarino fronte ex-Onpi","","42.36170099999873","13.407979999998583","","","0","","",""
"121","B00710","Via San Giacomo fronte via Santucci","","42.363300999998756","13.40957999999859","","","0","","",""
"122","B00720","Via San Giacomo lato via Santucci","","42.36335099999875","13.40972999999859","","","0","","",""
"123","B00730","Via San Giacomo lato via F. Jovane","","42.365920999998764","13.412539999998604","","","0","","",""
"124","B00740","Via San Giacomo fronte via F. Jovane","","42.366130999998774","13.413779999998608","","","0","","",""
"125","B00750","Via San Giacomo lato centro sociale","","42.36729099999879","13.417239999998625","","","0","","",""
"126","B00760","Via San Giacomo fronte centro sociale","","42.36728099999879","13.417759999998625","","","0","","",""
"127","B00770","San Giacomo piazza fronte chiesa","","42.3685309999988","13.419719999998637","","","0","","",""
"128","B00780","San Giacomo piazza lato chiesa","","42.36855099999879","13.420099999998639","","","0","","",""
"129","B00790","Via Fontegrossa San Giacomo lato civ. 26","","42.3708909999988","13.422039999998647","","","0","","",""
"130","B00800","Via Fontegrossa San Giacomo fro. civ. 26","","42.3702509999988","13.421249999998643","","","0","","",""
"131","B00810","Via Fontegrossa lato civ. 28","","42.37060099999882","13.424379999998658","","","0","","",""
"132","B00820","Via Fontegrossa fronte civ. 28","","42.37041099999881","13.42445999999866","","","0","","",""
"133","B00830","Via Fontegrossa fro. via ColleSaponeAlta","","42.37145099999882","13.426179999998665","","","0","","",""
"134","B00840","Via Fontegrossa lato via ColleSaponeAlta","","42.37118099999882","13.426639999998669","","","0","","",""
"135","B00850","FONTEGROSSA Capolinea","","42.37425099999883","13.425659999998663","","","0","","",""
"136","B00860","VIA COLAGRANDE lato Fontanelle","","42.361130999998736","13.407509999998583","","","0","","",""
"137","B00870","VIA COLAGRANDE fronte Fontanelle","","42.361060999998735","13.407359999998581","","","0","","",""
"138","B00880","VIA COLAGRANDE lato farmacia","","42.36156642391568","13.405128120958349","","","0","","",""
"139","B00890","VIA COLAGRANDE fronte farmacia","","42.3611025986735","13.406045492659597","","","0","","",""
"140","B00910","SAN FRANCESCO PIAZZA T.Da Celano lt.Nord","","42.362309080079214","13.404988628208477","","","0","","",""
"141","B00940","Via F.P.Tosti fronte via Gualtieri","","42.36270099999873","13.403879999998562","","","0","","",""
"142","B00950","Via F.P.Tosti lato via Gualtieri","","42.36325099999872","13.404109999998564","","","0","","",""
"143","B00960","Via F.P.Tosti Vicinale Paganica lato est","","42.36541099999871","13.401909999998557","","","0","","",""
"144","B00970","Via F.P.Tosti Vicinale Paganica lt ovest","","42.365610999998715","13.401629999998555","","","0","","",""
"145","B01010","Via Piemonte lato via Luigi Polacchi","","42.34188099999881","13.419449999998633","","","0","","",""
"146","B01020","CASE GIGNANO","","42.3433609999988","13.421029999998641","","","0","","",""
"147","B01030","Via Piemonte fronte via Luigi Polacchi","","42.34188099999881","13.419309999998632","","","0","","",""
"148","B01040","SS17 bis fronte Via Polveriera","","42.35184099999879","13.417369999998625","","","0","","",""
"149","B01050","Via Grotta di Navarra fronte Via Umbria","","42.34980099999882","13.424659999998656","","","0","","",""
"150","B01060","Via Grotta di Navarra lato Via Umbria","","42.34975099999881","13.424599999998659","","","0","","",""
"151","B01070","Via Marche bv. via V. d' Aosta Gignano","","42.34831099999882","13.424949999998658","","","0","","",""
"152","B01080","Via Cappuccini Marche fondo.Imm. Gignano","","42.347130999998825","13.42554999999866","","","0","","",""
"153","B01090","Via Valle d' Aosta Marche Gignano","","42.346880999998824","13.424049999998655","","","0","","",""
"154","B01100","Via Valle d' Aosta Marche scuole Gignano","","42.34781099999881","13.423409999998652","","","0","","",""
"155","B01110","VIA SAVINI fronte Conservatorio","","42.35303099999879","13.418199999998631","","","0","","",""
"156","B01120","Via Savini Acqua&Sapone","","42.35506099999878","13.415759999998619","","","0","","",""
"157","B01130","VIA SILONE dir. Via Scarfoglio","","42.35857762556792","13.413567733946127","","","0","","",""
"158","B01140","VIA SILONE dir. via Savini","","42.3584418358183","13.413764218954897","","","0","","",""
"159","B01150","Via Scarfoglio fronte Via Puccini","","42.359255486770714","13.412819315809521","","","0","","",""
"160","B01155","VIA PUCCINI Giacomo","","42.35960427124758","13.412623535251457","","","0","","",""
"161","B01160","Via Scarfoglio lato Via Puccini DISMESSA","","42.359411990817584","13.412993754777743","","","0","","",""
"162","B01180","CIRCUITO COLLEMAGGIO fronte Collemagg","","42.34273099999874","13.407419999998579","","","0","","",""
"163","B01190","Via della Polveriera fronte cimitero","","42.35086099999878","13.416829999998622","","","0","","",""
"164","B01200","Via Cardinale Mazzarino Torrione monumen","","42.35668081414953","13.406632157575086","","","0","","",""
"165","B01210","PIAZZA SAN PIO X - Torrione","","42.358730999998734","13.406329999998574","","","0","","",""
"166","B01220","VIA SILONE lato scuole Collesapone","","42.35686099999878","13.415539999998616","","","0","","",""
"167","B01225","VIA SILONE fronte Scuole","","42.35692099999878","13.41565999999862","","","0","","",""
"168","B01230","VIA COLLE SAPONE RETRO DANTE","","42.35697099999876","13.411029999998599","","","0","","",""
"169","C00010","BV. MARTINI SS615 Via Ponte Rasarolo","","42.34052741972095","13.399354703387752","","","0","","",""
"170","C00020","BV. MARTINI fronte SS615 Via Ponte Rasarolo","","42.34061363499259","13.399073071006239","","","0","","",""
"171","C00030","SR615 Via Ponte Rasarolo PL dir.Martini","","42.33909099999872","13.39916999999854","","","0","","",""
"172","C00040","SR615 Via Ponte Rasarolo PL dr.Mausonia","","42.3380309999987","13.400579999998545","","","0","","",""
"173","C00050","SR615 lato ristorante dir.Martini","","42.33568099999872","13.40308999999856","","","0","","",""
"174","C00060","SR615 fronte ristorante dir.Martini","","42.336110999998716","13.402369999998555","","","0","","",""
"175","C00070","SR615 lato Via Colleverde","","42.33265099999871","13.40320999999856","","","0","","",""
"176","C00080","SR615 fronte Via Colleverde","","42.33274099999872","13.402989999998558","","","0","","",""
"177","C00090","MAUSONIA s.p.120 malepasso","","42.33290099999871","13.40095999999855","","","0","","",""
"178","C00100","MAUSONIA s.p.120 malepasso","","42.33502099999869","13.398739999998538","","","0","","",""
"179","C00110","MAUSONIA incr. ss.615 s.p.120 maus.","","42.34589099999865","13.388829999998492","","","0","","",""
"180","C00115","s.p.120 maus verso.ss.615 dir.pianola","","42.340668999998655","13.390035999998497","","","0","","",""
"181","C00120","MAUSONIA incr.ss.615 s.p.120","","42.34615099999864","13.388889999998494","","","0","","",""
"182","C00125","s.p.120 maus verso.ss.615 dir.615","","42.34147699999865","13.389964999998497","","","0","","",""
"183","C00130","Via Mausonia fronte Irish Pub Totani","","42.33194099999873","13.40329999999856","","","0","","",""
"184","C00140","Via Mausonia lato Irish Pub Totani","","42.331555999998734","13.404543999998566","","","0","","",""
"185","C00150","MAUSONIA lato Via Codalunga","","42.32993099999875","13.408549999998584","","","0","","",""
"186","C00160","MAUSONIA fronte Via Codalunga","","42.33018099999875","13.40809999999858","","","0","","",""
"187","C00170","Via Mausonia fronte Via della Poiana","","42.32776099999875","13.409879999998589","","","0","","",""
"188","C00180","Via Mausonia lato Via della Poiana","","42.327130999998765","13.41020999999859","","","0","","",""
"189","C00190","Via Mausonia F.Augelli fronte via Nibbio","","42.32528099999875","13.412159999998599","","","0","","",""
"190","C00200","Via Mausonia F.Augelli lato via Nibbio","","42.32498099999877","13.412929999998605","","","0","","",""
"191","C00210","Via Mausonia Fonte Mortale lat Via Centi","","42.32300099999879","13.417959999998626","","","0","","",""
"192","C00220","Via Mausonia Fonte Mortale fro Via Centi","","42.32264099999879","13.418119999998627","","","0","","",""
"193","C00230","Via Mausonia Inciampa LaNotte lato Arcob","","42.320350999998816","13.422109999998645","","","0","","",""
"194","C00240","Via Mausonia Inciampa LaNotte fron Arcob","","42.3201109999988","13.422199999998645","","","0","","",""
"195","C00250","Via Marsicana incrocio Mausonia / SS5bis","","42.31830099999884","13.429249999998675","","","0","","",""
"196","C00260","SS5bis incrocio Via Mausonia lato chiesa","","42.32016099999884","13.42762999999867","","","0","","",""
"197","C00270","SS5bis fronte via Cippari - Esperita","","42.32645099999881","13.421909999998643","","","0","","",""
"198","C00280","SS5bis lato via Cippari - Esperita","","42.32673099999882","13.421809999998642","","","0","","",""
"199","C00290","SS5bis lat via Fonte Augelli c.da Ciocca","","42.33131099999879","13.417579999998622","","","0","","",""
"200","C00300","SS5bis fro via Fonte Augelli c.da Ciocca","","42.33163099999879","13.417489999998624","","","0","","",""
"201","C00310","SS5bis Miraflores lato via San Cipriano","","42.334100999998775","13.415309999998614","","","0","","",""
"202","C00320","SS5bis Miraflores front via San Cipriano","","42.33416099999879","13.415429999998615","","","0","","",""
"203","C00330","SS5bis lato quartiere Bellavista","","42.336400999998766","13.412709999998604","","","0","","",""
"204","C00340","SS5bis fronte quartiere Bellavista","","42.33709099999875","13.411379999998596","","","0","","",""
"205","C00350","Via Codalunga bellavista","","42.33595099999875","13.409739999998589","","","0","","",""
"206","C00360","Via Codalunga bellavista","","42.33671099999876","13.409909999998591","","","0","","",""
"207","C00370","Via Codalunga c.da pizzutilli","","42.332820999998766","13.41026999999859","","","0","","",""
"208","C00380","Via Codalunga c.da pizzutilli","","42.33323099999874","13.409879999998589","","","0","","",""
"209","C00390","SS17 Via Porta Napoli lato Parco Sole","","42.34057403116418","13.400235799726431","","","0","","",""
"210","C00400","SS17 dopo bv.Martini fronte Parco Sole","","42.3404372008661","13.400414195003233","","","0","","",""
"211","C00410","SS17 Via Porta Napoli lato Cantoniera","","42.3397234616557","13.405046347687797","","","0","","",""
"212","C00420","SS17 Via Porta Napoli fronte Cantoniera","","42.33949257171508","13.40564978819262","","","0","","",""
"213","C00430","SS17 lato bivio SS 5bis","","42.33916099999875","13.409279999998589","","","0","","",""
"214","C00440","SS17 bv. Avezzano","","42.339310999998744","13.40987999999859","","","0","","",""
"215","C00450","SS17 S.Elia fronte bivio Via Polveriera","","42.33731099999878","13.41645999999862","","","0","","",""
"216","C00460","SS17 S.Elia lato bivio Via Polveriera","","42.337370999998775","13.417059999998623","","","0","","",""
"217","C00470","SS17 fronte chiesa Sant'Elia","","42.336280999998806","13.420709999998639","","","0","","",""
"218","C00480","SS17 S.Elia entrata/uscita f. lato Nord","","42.33567099999883","13.424249999998654","","","0","","",""
"219","C00490","SS17 S.Elia entrata/uscita f. lato Sud","","42.335110999998825","13.42557999999866","","","0","","",""
"220","C00500","SS17 S.Elia fronte C.da Loretuccio","","42.33498099999884","13.429829999998681","","","0","","",""
"221","C00510","SS17 S.Elia lato C.da Loretuccio","","42.33476099999884","13.429499999998676","","","0","","",""
"222","C00520","SS17 lato bivio Via Collevernesco","","42.335030999998864","13.435149999998702","","","0","","",""
"223","C00530","SS17 fronte bivio Via Collevernesco","","42.33488099999887","13.437629999998713","","","0","","",""
"224","C00540","Via Collevernesco - lato S.Elia","","42.33750099999887","13.4343199999987","","","0","","",""
"225","C00545","CASE S.ELIA - lato Sud Via Collevernesco","","42.33804099999884","13.430839999998685","","","0","","",""
"226","C00550","VIA COLLEVERNESCO - lato Bazzano - dir. CASE S.Elia","","42.33808099999886","13.433879999998696","","","0","","",""
"227","C00555","CASE S.Elia - lato Nord -Via Collevernesco  incrocio Via Ita","","42.33820099999886","13.430399999998683","","","0","","",""
"228","C00560","Via Collevernesco S.Elia Alto - lato Sud","","42.33728099999881","13.426779999998669","","","0","","",""
"229","C00570","Via Collevernesco S.Elia Alto -lato Nord","","42.33742099999883","13.426269999998663","","","0","","",""
"230","C00580","Via Collevernesco - lato Le Rose","","42.337760999998814","13.422459999998646","","","0","","",""
"231","C00590","Via Collevernesco - lato incrocio Strada Vicinale Manieri","","42.33793099999881","13.422979999998649","","","0","","",""
"232","C00600","Via Collevernesco - fronte chiesa S.Elia","","42.336950999998805","13.420159999998635","","","0","","",""
"233","C00610","Via Collevernesco - lato chiesa S.Elia","","42.33697099999878","13.419899999998634","","","0","","",""
"234","C00620","Via Codalunga c.da pizzutilli","","42.33046799999875","13.408853999998584","","","0","","",""
"235","C00625","Via Codalunga c.da pizzutilli dir. 5bis","","42.33046599999875","13.408948999998586","","","0","","",""
"236","C00630","Via Mausonia incr. Via Marsicana/ SS5bis","","42.31891899999883","13.427498999998669","","","0","","",""
"237","C00640","Via Natalino Mariani lato CASE S.Elia 2","","42.33681099999882","13.424909999998658","","","0","","",""
"238","C00650","Via Natalino Mariani front CASE S.Elia 2","","42.33701099999881","13.425249999998659","","","0","","",""
"239","C00660","CASE S.ELIA 2 Via Natalino Mariani lato","","42.33677099999882","13.423759999998653","","","0","","",""
"240","C00670","Via Natalino Mariani front CASE S.Elia 2","","42.33675099999882","13.423649999998656","","","0","","",""
"241","D00010","VIALE XXV APRILE fronte Via Carabba","","42.35451099999865","13.386849999998484","","","0","","",""
"242","D00020","VIALE XXV APRILE lato Via Carabba","","42.35446099999864","13.386479999998484","","","0","","",""
"243","D00030","VIALE XXV APRILE fronte Corte Appello","","42.35218099999863","13.384959999998474","","","0","","",""
"244","D00040","ACI Via Campo di Pile Dompe","","42.351340999998435","13.346889999998279","","","0","","",""
"245","D00045","Via Gian Domenico Cassini Leonardo","","42.35400944197269","13.334472725679523","","","0","","",""
"246","D00050","ICRA Via Campo di Pile","","42.35309999999838","13.340479999998243","","","0","","",""
"247","D00055","THALES Via Gian Domenico Cassini","","42.35305601405013","13.333228138574228","","","0","","",""
"248","D00060","Via Saragat lato Roll bar","","42.35243099999838","13.339929999998242","","","0","","",""
"249","D00065","Via Saragat fronte Roll bar","","42.3528109999984","13.339439999998234","","","0","","",""
"250","D00070","Via Saragat lato BPER","","42.35143099999841","13.342949999998256","","","0","","",""
"251","D00075","Via Saragat fronte BPER","","42.35114799999843","13.344463999998265","","","0","","",""
"252","D00080","VIA SARAGAT fronte IN'S","","42.350530999998426","13.347329999998282","","","0","","",""
"253","D00090","VIA SARAGAT lato IN'S","","42.35039999999842","13.347159999998281","","","0","","",""
"254","D00100","L'AQUILONE","","42.349658999998425","13.347645999998283","","","0","","",""
"255","D00110","Via Saragat lato centro c.le L'Aquilone","","42.349450999998446","13.351159999998298","","","0","","",""
"256","D00120","Via Saragat front centro c.le L'Aquilone","","42.34963099999843","13.350739999998298","","","0","","",""
"257","D00130","GLOBO","","42.34925999999847","13.35485999999832","","","0","","",""
"258","D00140","CONFINDUSTRIA Via Campo di Pile","","42.35204999999844","13.348949999998288","","","0","","",""
"259","D00150","Via Campo di Pile lato Optimes","","42.35252999999844","13.34920999999829","","","0","","",""
"260","D00170","Via Rocco Carabba lato Poste","","42.354450999998626","13.384209999998468","","","0","","",""
"261","D00190","VIA DI VINCENZO lato Villa Giulia","","42.3559009999986","13.381709999998458","","","0","","",""
"262","D00200","VIA DI VINCENZO fronte Villa Giulia","","42.356510999998605","13.381609999998458","","","0","","",""
"263","D00210","Via Di Vincenzo fronte Hotel Azzurro","","42.357850999998604","13.382799999998463","","","0","","",""
"264","D00220","Via Di Vincenzo lato Hotel Azzurro","","42.35795099999862","13.382909999998464","","","0","","",""
"265","D00230","PIAZZALE STAZIONE F.S.","","42.35146099999863","13.385019999998475","","","0","","",""
"266","D00240","Via Pile fronte Corte Appello","","42.35213099999863","13.384129999998471","","","0","","",""
"267","D00250","Via Pile Eusanio Stella Corte Appello P","","42.35283099999861","13.382929999998465","","","0","","",""
"268","D00260","VIA PILE COAN dopo rotonda","","42.3531509999986","13.380709999998453","","","0","","",""
